# ==============================================================================
# List	of	protein-ligand	known
# 17679	protein-ligand	complexes	sorted
# Latest	update:	Dec
# PDB code,	-logKd/Ki,	Kd/Ki,	name
# ==============================================================================
4o0b	8.30	Ki=5nM	(2QA)
4o5b	8.30	IC50=5.03nM	(LF9)
4ohk	8.30	IC50=5nM	(2TE)
4olh	8.30	IC50=5nM	(2TO)
4qo4	8.30	IC50=5nM	(35S)
4rx7	8.30	IC50=5nM	(3YV)
4wki	8.30	IC50=5nM	(3PW)
4x6p	8.30	Ki=5nM	(3YU)
4xhk	8.30	IC50=5nM	(3YR)
4ynk	8.30	IC50=5nM	(YW2)
4ztr	8.30	Kd=5nM	(4RJ)
4zy6	8.30	Ki=5nM	(4T6)
5a0b	8.30	IC50=5nM	(JJX)
5am3	8.30	IC50=0.005uM	(AUB)
5buj	8.30	IC50=0.005uM	(4VB)
5bvo	8.30	IC50=0.005uM	(4VE)
5cxh	8.30	IC50=5nM	(55M)
5e80	8.30	Kd=5nM	(5KP)
5he7	8.30	Ki=5nM	(60X)
5j7b	8.30	IC50=5nM	(6GD)
5j8z	8.30	Ki=5.0nM	(FC4)
5jfr	8.30	IC50=5nM	(6KP)
5k76	8.30	IC50=0.005uM	(6R1)
5kcv	8.30	IC50=5nM	(6S1)
5kdr	8.30	Ki=5nM	(YT5)
5khm	8.30	Ki=5nM	(XNH)
5kpk	8.30	IC50=0.005uM	(6VK)
5t2b	8.30	IC50=5.0nM	(74O)
5tiu	8.30	IC50=5nM	(7CU)
5tqf	8.30	Ki<5nM	(7KR)
5uac	8.30	IC50<0.005uM	(RFP)
5uox	8.30	IC50=5.01nM	(8GY)
5uy8	8.30	IC50<5nM	(8UM)
5x26	8.30	IC50=5nM	(7XO)
5x5o	8.30	IC50=5nM	(7Z0)
5xs2	8.30	IC50=0.005uM	(8D6)
5yea	8.30	IC50=5nM	(8U9)
5ztn	8.30	IC50=5nM	(CUR)
6aaj	8.30	IC50=5.0nM	(9T6)
6b4w	8.30	IC50=0.005uM	(CQ7)
6b8j	8.30	IC50=0.005uM	(65C)
6bfd	8.30	IC50=0.005uM	(DJS)
6c4g	8.30	IC50=0.005uM	(EQG)
6c6o	8.30	IC50=0.005uM	(ENG)
6cmj	8.30	IC50=5nM	(F6J)
6cn6	8.30	IC50=5.0nM	(F7J)
6en4	8.30	IC50=5nM	(BGZ)
6f23	8.30	IC50=0.005uM	(C8Z)
6ma3	8.30	Kd=0.005uM	(JAJ)
1rgj	8.31	IC50=4.9nM	(13-mer)
2hs2	8.31	Ki=4.9nM	(017)
3dc3	8.31	Ki=4.9nM	(AZM)
3i8w	8.31	Ki=4.9nM	(CB5)
4acd	8.31	Ki=4.9nM	(GR9)
4csj	8.31	IC50=4.9nM	(NN7)
4ddl	8.31	IC50=4.9nM	(0JQ)
5dyw	8.31	IC50=4.9nM	(5HF)
5nxo	8.31	Ki=4.9nM	(9HK)
5oah	8.31	Kd=4.9nM	(95B)
5tnt	8.31	IC50=4.9nM	(7GQ)
6das	8.31	Ki=4.94nM	(G2D)
2dq7	8.32	IC50=4.8nM	(STU)
2fdd	8.32	IC50=4.8nM	(385)
2gj5	8.32	Kd=4.74nM	(VD3)
2qtb	8.32	IC50=4.8nM	(474)
2xhr	8.32	Kd=4.8nM	(C0P)
2yi7	8.32	Kd=4.8nM	(BZ8)
3qak	8.32	Ki=4.75nM	(UKA)
3tv6	8.32	IC50=4.8nM	(B0R)
4bbg	8.32	Ki=4.8nM	(V02)
4gih	8.32	Ki=0.0048uM	(0X5)
4jwk	8.32	Kd=4.79nM	(CTN)
4kin	8.32	IC50=4.8nM	(1M8)
4pee	8.32	Ki=4.8nM	(2OX)
4z16	8.32	IC50=4.8nM	(4LH)
5a3u	8.32	IC50=4.8nM	(R8J)
5c2a	8.32	Ki=4.8nM	(4Y2)
5czm	8.32	Kd=4.8nM	(R47)
5eef	8.32	Ki=4.8nM	(TSN)
5ehe	8.32	Kd=4.8nM	(WWO)
6aam	8.32	IC50=4.8nM	(9T6)
6enm	8.32	IC50=4.8nM	(LPW)
1hwr	8.33	Ki=4.70nM	(216)
1u9q	8.33	IC50=4.7nM	(186)
2wj2	8.33	Ki=4.7nM	(OL1)
3ns7	8.33	Ki=4.68nM	(3NS)
3sdi	8.33	IC50=4.7nM	(3SD)
3sw2	8.33	Ki=4.71nM	(FI1)
4eev	8.33	IC50=4.7nM	(L1X)
4htx	8.33	IC50=4.7nM	(19F)
4i33	8.33	IC50=4.7nM	(17-mer)
4z1k	8.33	Ki=4.7nM	(4KB)
5fky	8.33	Ki=4.7nM	(2J4)
6b5o	8.33	Kd=4.66nM	(15-mer)
1bzy	8.34	Kd=4.6nM	(IMU)
1uwb	8.34	IC50=4.6nM	(TBO)
2qci	8.34	Ki=4.6nM	(065)
2wxl	8.34	IC50=4.6nM	(ZS4)
2xye	8.34	Ki=4.6nM	(CXG)
3ay9	8.34	Kd=4.55nM	(ADP)
3f82	8.34	Ki=4.6nM	(353)
3lj7	8.34	IC50=4.6nM	(OHO)
3npc	8.34	Kd=4.6nM	(B96)
4yhf	8.34	IC50=4.6nM	(4C9)
5es1	8.34	IC50=4.6nM	(5RC)
5ime	8.34	Ki=4.6nM	(6BZ)
5uit	8.34	IC50=4.6nM	(8CD)
5y24	8.34	Kd=4.6nM	(6-mer)
6g39	8.34	Kd=4.6nM	(5ID)
1h23	8.35	Ki=4.5nM	(E12)
1mj7	8.35	Kd=4.50nM	(HAL)
2uwd	8.35	Kd=4.5nM	(2GG)
2zxa	8.35	Ki=4.47nM	(ZXA)
3bgl	8.35	IC50=4.5nM	(RID)
3m6p	8.35	Kd=4.5nM	(BB2)
3nu5	8.35	Ki=4.5nM	(478)
4bf6	8.35	Ki=4.5nM	(X0Q)
4mvh	8.35	IC50=4.5nM	(2F5)
4yml	8.35	Ki=4.5nM	(4F0)
5amn	8.35	IC50=4.5nM	(DTQ)
5edl	8.35	Kd=4.5nM	(VIB)
6cqf	8.35	IC50=4.5nM	(F97)
9hvp	8.35	Ki=4.5nM	(0E9)
1bb0	8.36	Ki=4.4nM	(0IV)
1d4j	8.36	Ki=4.40nM	(MSC)
3d83	8.36	Ki=4.4nM	(GK6)
3g45	8.36	IC50=4.4nM	(988)
3kek	8.36	Ki=4.4nM	(3EK)
3oj8	8.36	Kd=4.4nM	(OJ8)
3r7o	8.36	Kd=4.4nM	(M61)
3wiz	8.36	IC50=4.4nM	(LC6)
4e6q	8.36	Ki=4.4nM	(0NV)
4g3f	8.36	Ki=4.4nM	(0WB)
4gzf	8.36	IC50=4.4nM	(6-mer)
4k19	8.36	Kd=4.4nM	(1OD)
4lts	8.36	IC50=4.4nM	(LTS)
4y2b	8.36	IC50=4.4nM	(EPK)
5dls	8.36	IC50=4.4nM	(5CV)
5k0x	8.36	IC50=4.4nM	(K0X)
1ouy	8.37	IC50=4.3nM	(094)
2fjp	8.37	IC50=4.3nM	(S14)
2nmy	8.37	Ki=4.3nM	(ROC)
2nmz	8.37	Ki=4.3nM	(ROC)
2nnk	8.37	Ki=4.3nM	(ROC)
2nnp	8.37	Ki=4.3nM	(ROC)
2xdw	8.37	Ki=4.3nM	(3-mer)
3h0z	8.37	IC50=4.3nM	(45B)
3q6k	8.37	Kd=4.3nM	(SRO)
3t1a	8.37	Ki=4.3nM	(5MA)
3tcp	8.37	Ki=4.3nM	(CKJ)
3wyx	8.37	IC50=4.3nM	(O38)
4bao	8.37	Ki=4.29nM	(MVF)
4v24	8.37	Ki=4.3nM	(GYR)
4ye3	8.37	Ki=4.3nM	(G04)
5efb	8.37	Ki=4.3nM	(5OK)
5hk1	8.37	Ki=4.3nM	(61W)
5m6u	8.37	IC50=4.3nM	(7KA)
6c0n	8.37	IC50=4.3nM	(K5C)
6g9d	8.37	IC50=4.3nM	(ER8)
1k21	8.38	Ki=4.2nM	(IGN)
1mu6	8.38	Ki=4.2nM	(CDA)
3hab	8.38	IC50=4.2nM	(677)
3qkd	8.38	Kd=4.2nM	(HI0)
3zpu	8.38	Ki=4.2nM	(M8B)
4a6b	8.38	Ki=4.2nM	(QG8)
4ere	8.38	IC50=4.2nM	(0R2)
4g3e	8.38	Ki=4.2nM	(0WC)
4xv1	8.38	IC50=0.0042uM	(904)
5d21	8.38	Kd=4.2nM	(56N)
5tq4	8.38	IC50=4.2nM	(7GY)
6g3a	8.38	Kd=4.2nM	(5ID)
6g97	8.38	IC50=4.2nM	(EQZ)
1it6	8.39	Ki=4.1nM	(CYU)
1lzq	8.39	Ki=4.1nM	(0ZQ)
1x7b	8.39	IC50=4.1nM	(041)
3dpk	8.39	IC50=4.1nM	(8C5)
4p1r	8.39	IC50=4.1nM	(2KR)
4qyg	8.39	IC50=4.1nM	(3DW)
4u3f	8.39	Ki=4.1nM	(Y52)
5hcx	8.39	Ki=4.1nM	(60B)
6ayr	8.39	Ki=4.1nM	(BIG)
6g9j	8.39	IC50=4.1nM	(ERK)
1a4g	8.40	IC50=0.004uM	(ZMR)
1aaq	8.40	Ki=4.0nM	(PSI)
1b6m	8.40	Ki=4nM	(PI6)
1fd0	8.40	Kd=4nM	(254)
1fq5	8.40	Ki=4.0nM	(0GM)
1fzk	8.40	Kd=4nM	(9-mer)
1jil	8.40	IC50=4nM	(485)
1k22	8.40	Ki=4nM	(MEL)
1mtr	8.40	Ki=4nM	(PI6)
1nd5	8.40	IC50=4nM	(2BF)
1o47	8.40	IC50=4nM	(822)
1q3w	8.40	IC50=4nM	(ATU)
1s64	8.40	Ki=4nM	(778)
1w4l	8.40	IC50=4nM	(GL8)
1w5x	8.40	Ki=4.0nM	(BE5)
1w7x	8.40	Ki=0.004uM	(413)
1z1h	8.40	Ki=4nM	(HBB)
1zpa	8.40	Ki=4nM	(A83)
2al5	8.40	Ki=4nM	(FWD)
2baj	8.40	Kd=4.0nM	(1PP)
2j95	8.40	Ki=4nM	(GSX)
2oic	8.40	IC50=4nM	(STU)
2oqv	8.40	Ki=4nM	(MA9)
2ovy	8.40	Ki=4nM	(PFJ)
2pe2	8.40	IC50=4nM	(464)
2qbp	8.40	Ki=0.004uM	(527)
2rl5	8.40	IC50=4nM	(2RL)
2uwl	8.40	Ki=4nM	(895)
2vsl	8.40	Ki=4nM	(4-mer)
2xyn	8.40	Kd=4nM	(VX6)
2y82	8.40	Ki=4nM	(930)
2zda	8.40	Ki=4nM	(32U)
3b68	8.40	Ki=4nM	(B68)
3bl7	8.40	IC50=4nM	(DD1)
3coh	8.40	IC50=4nM	(83H)
3d0e	8.40	Ki=4nM	(G93)
3efw	8.40	IC50=4nM	(AK8)
3ekn	8.40	IC50=4nM	(GS3)
3el9	8.40	Kd=4.00nM	(DR7)
3eos	8.40	Ki=4nM	(PK2)
3frg	8.40	IC50=3.98nM	(SK4)
3gz9	8.40	IC50=4nM	(D32)
3k9x	8.40	IC50=4nM	(MBM)
3kwz	8.40	IC50=4nM	(KWZ)
3nrm	8.40	IC50=4nM	(NRM)
3ook	8.40	IC50=4nM	(OOK)
3qrj	8.40	IC50=4nM	(919)
3qxv	8.40	Kd=4nM	(MTX)
3r2b	8.40	IC50=4nM	(05B)
3s4q	8.40	IC50=4nM	(NK0)
3s74	8.40	Kd=4nM	(03T)
3str	8.40	Ki=3.96nM	(3LI)
3sww	8.40	Ki=4nM	(KXB)
3ttz	8.40	IC50=4nM	(07N)
3u4w	8.40	IC50<0.004uM	(5-mer)
3vap	8.40	IC50<4nM	(0FY)
3zxz	8.40	Ki=0.004uM	(KRW)
4aoi	8.40	Ki=0.004uM	(4K0)
4at3	8.40	IC50=0.004uM	(LTI)
4b8o	8.40	Kd=4.0nM	(11-mer)
4bck	8.40	Ki=4nM	(T3E)
4bgh	8.40	IC50=4nM	(3I6)
4c61	8.40	IC50=0.004uM	(LMM)
4cnh	8.40	Ki=4.0nM	(3U9)
4dk5	8.40	Ki=4nM	(0KO)
4fzc	8.40	IC50=4nM	(4-mer)
4jai	8.40	IC50=4nM	(XU2)
4jsr	8.40	IC50=0.004uM	(1NQ)
4l52	8.40	IC50=4nM	(1UL)
4lxk	8.40	IC50=4nM	(1YT)
4mqu	8.40	IC50=0.004uM	(MG9)
4nh7	8.40	Ki=4nM	(E0G)
4nw6	8.40	IC50=4nM	(2NS)
4px6	8.40	IC50=4nM	(2X6)
4qmy	8.40	IC50=0.004uM	(STU)
4ra5	8.40	IC50=4nM	(3L0)
4rcf	8.40	IC50=4nM	(3LO)
4ual	8.40	Ki=4nM	(3FV)
4uro	8.40	IC50<4nM	(NOV)
4uyn	8.40	IC50=4nM	(Y3M)
4x7k	8.40	IC50=4nM	(3Z3)
4z3v	8.40	IC50=4nM	(4L6)
5a3t	8.40	IC50=0.004uM	(MMK)
5bmm	8.40	IC50<0.004uM	(5-mer)
5ccm	8.40	IC50=4nM	(4ZX)
5cs2	8.40	IC50=0.004uM	(7-mer)
5csw	8.40	Kd=4nM	(P06)
5d9k	8.40	IC50=0.004uM	(584)
5dxu	8.40	Ki=4nM	(5H5)
5e91	8.40	IC50=0.004uM	(5L4)
5em6	8.40	Ki=0.004uM	(5Q3)
5fa7	8.40	Kd=0.004uM	(5VR)
5g57	8.40	Ki=3.98nM	(6M5)
5hd0	8.40	Ki=4nM	(60Y)
5hg7	8.40	Ki=4nM	(630)
5jrs	8.40	IC50=4nM	(6MV)
5laz	8.40	IC50=4nM	(6ST)
5ll4	8.40	Kd=4nM	(6YH)
5ody	8.40	Kd=4.0nM	(9SK)
5org	8.40	Kd=0.004uM	(6DB)
5ufi	8.40	Ki=4.0nM	(8B1)
5x28	8.40	IC50=4nM	(7XU)
6f3d	8.40	IC50=0.004uM	(CJT)
6g9h	8.40	IC50=4.0nM	(ERW)
6gue	8.40	Kd=4nM	(FB8)
1e4h	8.41	Kd=3.9nM	(PBR)
1g48	8.41	Kd=3.9nM	(F6B)
1i9p	8.41	Kd=3.9nM	(IOE)
1i9q	8.41	Kd=3.9nM	(IOF)
1w96	8.41	Kd=3.9nM	(S1A)
2am9	8.41	IC50=3.9nM	(TES)
2w6c	8.41	IC50=3.9nM	(BM4)
3mvm	8.41	IC50=3.9nM	(39P)
3oxc	8.41	Ki=3.9nM	(ROC)
4agd	8.41	Ki=3.9nM	(B49)
4ngt	8.41	Ki=3.88nM	(J42)
5ak2	8.41	IC50=0.0039uM	(85Z)
6aah	8.41	IC50=3.9nM	(9T6)
6cvy	8.41	Ki=3.9nM	(FHD)
1bwb	8.42	Ki=3.8nM	(146)
1htg	8.42	IC50=3.8nM	(G37)
1i9o	8.42	Kd=3.8nM	(IOC)
2g5p	8.42	Ki=3.8nM	(ADF)
2isc	8.42	Kd=3.8nM	(223)
4ezj	8.42	IC50=3.8nM	(0SC)
4hbp	8.42	IC50=3.8nM	(17J)
4ksy	8.42	Kd=3.79nM	(1SY)
4wa9	8.42	Ki=3800pM	(AXI)
5c4s	8.42	IC50=3.8nM	(4Y5)
5icp	8.42	IC50=3.8nM	(69Z)
5vl2	8.42	Kd=3.77nM	(9EG)
1jje	8.43	IC50=3.7nM	(BYS)
2c8w	8.43	IC50=3.7nM	(C7M)
2xbv	8.43	Kd=3.7nM	(XBV)
2za5	8.43	Ki=3.7nM	(2FF)
3nhi	8.43	Kd=3.7nM	(EAH)
3qlb	8.43	Kd=3.7nM	(2-mer)
3tam	8.43	Ki=3.7nM	(M06)
3u7s	8.43	Ki=3.7nM	(017)
4cqe	8.43	IC50=3.7nM	(CQE)
4g3g	8.43	Ki=3.7nM	(0WA)
4y8x	8.43	Ki=3.7nM	(4GR)
4zk5	8.43	IC50=3.7nM	(4P4)
5dey	8.43	Ki=3.7nM	(59T)
5exl	8.43	Ki=3.7nM	(5SS)
5f2u	8.43	Kd=3.7nM	(4-mer)
5t66	8.43	IC50=3.7nM	(C6S)
1bmn	8.44	Ki=3.6nM	(BM9)
1ynd	8.44	IC50=3.6nM	(SFA)
2rf2	8.44	IC50=3.6nM	(MRX)
2vc9	8.44	Kd=3.6nM	(NOK)
2xyf	8.44	Ki=3.6nM	(G40)
3uhm	8.44	IC50=3.6nM	(RFN)
3w1f	8.44	IC50=3.67nM	(1O5)
4bbe	8.44	IC50=3.6nM	(3O4)
4k1e	8.44	Ki=3.59nM	(14-mer)
4zae	8.44	Ki=3.6nM	(4M1)
5kqx	8.44	Ki=3.6nM	(ROC)
5n0e	8.44	Ki=3.6nM	(8F3)
5v8q	8.44	IC50=3.6nM	(97A)
5voj	8.44	Ki=3.6nM	(9H4)
6b31	8.44	IC50=3.6nM	(CFJ)
1jq9	8.45	Kd=3.57nM	(5-mer)
1a3e	8.46	Kd=3.5nM	(18-mer)
1bgo	8.46	Ki=3.5nM	(I10)
1iht	8.46	Ki=3.5nM	(14-mer)
1ld8	8.46	IC50=3.5nM	(U49)
1u3q	8.46	IC50=3.5nM	(272)
1u9w	8.46	IC50=3.5nM	(IHI)
2mip	8.46	IC50<=3.5nM	(7-mer)
2oh4	8.46	IC50=3.5nM	(GIG)
3bx5	8.46	IC50=3.5nM	(304)
3kdd	8.46	Kd=3.45nM	(JZQ)
3kl6	8.46	IC50=3.5nM	(443)
3nam	8.46	Kd=3.5nM	(OTK)
3q2g	8.46	IC50=3.5nM	(QGF)
4css	8.46	Kd=3.5nM	(CWX)
4he9	8.46	Ki=3.5nM	(G52)
4lge	8.46	IC50=3.5nM	(1Y0)
4u01	8.46	IC50=0.0035uM	(39W)
5a09	8.46	IC50=3.5nM	(JJD)
5b4w	8.46	Kd=3.5nM	(18-mer)
5nxv	8.46	Ki=3.5nM	(9E2)
6h7n	8.46	Kd=3.5nM	(FVK)
1qkn	8.47	IC50=3.4nM	(RAL)
2ds1	8.47	IC50=3.4nM	(1CD)
2oag	8.47	Ki=3.4nM	(DLI)
2qo8	8.47	Ki=3.4nM	(3CC)
2wei	8.47	IC50=3.4nM	(VGG)
3b28	8.47	Kd=0.0034uM	(B2X)
3bhb	8.47	IC50=3.4nM	(10-mer)
3zln	8.47	Kd=3.4nM	(H0Y)
5f94	8.47	IC50=3.4nM	(3UO)
5ohi	8.47	IC50=3.4nM	(9V8)
5v6y	8.47	Ki=3.39nM	(16-mer)
1i9l	8.48	Kd=3.3nM	(INV)
1i9m	8.48	Kd=3.3nM	(INW)
1w5y	8.48	Ki=3.3nM	(BE6)
2hs1	8.48	Ki=3.3nM	(017)
2p3b	8.48	Ki=3.3nM	(3TL)
2r5p	8.48	Ki=3.3nM	(MK1)
2uxz	8.48	Ki=3.3nM	(HI1)
2yix	8.48	Kd=3.3nM	(YIX)
3b1m	8.48	Ki=3.3nM	(KRC)
3eqs	8.48	Kd=3.3nM	(12-mer)
3n3j	8.48	Ki=3.3nM	(WWV)
3wqh	8.48	IC50=3.3nM	(SKK)
4jpa	8.48	IC50=3.3nM	(AZ6)
4nvq	8.48	IC50=3.3nM	(2OD)
4o0v	8.48	Ki=3.3nM	(2OL)
5ap2	8.48	IC50=3.3nM	(PWU)
5jh6	8.48	IC50=3.3nM	(T92)
5kr2	8.48	Ki=3.3nM	(ROC)
5n0d	8.48	Ki=3.3nM	(8F2)
5svk	8.48	Kd=3.3nM	(ATP)
6b41	8.48	IC50=3.3nM	(CJV)
6fe1	8.48	Kd=3.3nM	(V14)
1akt	8.49	Kd=3.2nM	(FMN
1ec0	8.49	Ki=3.2nM	(BED)
2g5u	8.49	Kd=3.2nM	(PCQ)
2ieo	8.49	Ki=3.2nM	(017)
2ihq	8.49	Ki=3.2nM	(LG7)
2oqi	8.49	Ki=3.2nM	(GGO)
3gfe	8.49	IC50=3.2nM	(P37)
3pp1	8.49	IC50=3.2nM	(IZG)
3s45	8.49	Ki=3.24nM	(478)
3wyy	8.49	IC50=3.2nM	(O17)
4a22	8.49	IC50=3.2nM	(TD4)
4ehe	8.49	IC50=3.2nM	(RI8)
4hdf	8.49	Ki=3.2nM	(G52)
4m2r	8.49	Ki=3.2nM	(BZ1)
4mwu	8.49	IC50=3.24nM	(LNV)
5fl1	8.49	Ki=3.2nM	(DV1)
5nx2	8.49	Ki=3.2nM	(10-mer)
5t28	8.49	IC50=3.2nM	(74Q)
5tkt	8.49	Ki=3.2nM	(7DS)
5tr6	8.49	IC50=3.2nM	(7KG)
5ufs	8.49	Ki=3.2nM	(1TA)
5vzy	8.49	Kd=3.2nM	(15-mer)
5x33	8.49	IC50=3.2nM	(7Y9)
7upj	8.49	Ki=3.2nM	(INU)
3d3p	8.50	IC50=3.16nM	(20A)
3qd0	8.50	IC50=3.16nM	(3Q4)
5lxd	8.50	IC50=3.16nM	(7A7)
1cr6	8.51	Ki=3.1nM	(CPU)
1d8m	8.51	IC50=3.1nM	(BBH)
1g05	8.51	IC50=3.1nM	(BBH)
1qpl	8.51	IC50=3.1nM	(587)
2rg5	8.51	IC50=3.1nM	(279)
2vh0	8.51	Ki=3.1nM	(GSI)
3i25	8.51	Ki=3.1nM	(MV7)
3tia	8.51	IC50=3.12nM	(LNV)
3u8j	8.51	Ki=3.1nM	(09O)
3uol	8.51	IC50=3.1nM	(0C7)
3zpt	8.51	Ki=3.1nM	(M8Y)
4nk9	8.51	Kd=3.1nM	(2K5)
5ij7	8.51	Ki=3.10nM	(6BN)
5k4i	8.51	IC50=3.1nM	(6QB)
5to8	8.51	IC50=3.1nM	(7FM)
6b1o	8.51	IC50=3.1nM	(C8S)
1b6p	8.52	Ki=3nM	(PI7)
1d7x	8.52	IC50=3nM	(SPC)
1fcy	8.52	Kd=3nM	(564)
1hbj	8.52	IC50=3.0nM	(FBQ)
1i5r	8.52	Ki=3.0nM	(HYC)
1jij	8.52	IC50=3nM	(629)
1jk7	8.52	IC50=3nM	(OKA)
1nfx	8.52	Ki=3.0nM	(RDR)
1o44	8.52	IC50=3nM	(852)
1oit	8.52	IC50<0.003uM	(HDT)
1q6p	8.52	IC50=3nM	(213)
1r78	8.52	IC50=3nM	(FMD)
1rhu	8.52	IC50=3.00nM	(3CY)
1rp7	8.52	Ki=0.003uM	(TZD)
1sps	8.52	Kd=3nM	(11-mer)
1ta2	8.52	Ki=3nM	(176)
1urw	8.52	IC50<0.003uM	(I1P)
1w14	8.52	Ki=3nM	(SH1)
1xkk	8.52	Ki=3nM	(FMM)
2b1p	8.52	IC50=3nM	(AIZ)
2boh	8.52	Ki=3nM	(IIA)
2bqw	8.52	Ki=3nM	(IIE)
2bxt	8.52	Ki=3nM	(C2D)
2fs9	8.52	Ki=3nM	(C4A)
2fvd	8.52	Ki=3nM	(LIA)
2gbi	8.52	Ki=3nM	(XIH)
2hfp	8.52	IC50=3nM	(NSI)
2oc2	8.52	Ki=3nM	(RX3)
2ow3	8.52	IC50=3nM	(BIM)
2q64	8.52	Kd=3.0nM	(1UN)
2qmf	8.52	IC50=3nM	(CS9)
2qu6	8.52	Ki=3nM	(857)
2v11	8.52	IC50=3nM	(C80)
2vaq	8.52	IC50=3nM	(VAW)
2vf6	8.52	IC50=3nM	(M0N)
2vnm	8.52	IC50=3nM	(CM8)
2vtp	8.52	IC50=3nM	(LZ9)
2vvc	8.52	Ki=3nM	(LZF)
2vw5	8.52	Kd=3nM	(BC6)
2w1g	8.52	IC50=3nM	(L0G)
2wn9	8.52	Kd=3.0nM	(ZY5)
2wxp	8.52	IC50=3nM	(GD9)
2xa4	8.52	IC50=3nM	(AZ5)
2xbj	8.52	IC50=0.003uM	(XBJ)
2xfk	8.52	IC50=3nM	(AA9)
3cic	8.52	IC50=3nM	(316)
3dcv	8.52	IC50=3nM	(55E)
3dya	8.52	IC50=3nM	(PZL)
3h5u	8.52	IC50=3nM	(H5U)
3hvh	8.52	Ki=3nM	(542)
3hvk	8.52	Ki=3nM	(719)
3i0r	8.52	IC50=3nM	(RT3)
3ia6	8.52	IC50=3nM	(UNT)
3jzo	8.52	Kd=3nM	(12-mer)
3k84	8.52	Ki=0.003uM	(K84)
3lpi	8.52	Ki=3nM	(Z74)
3m2w	8.52	IC50<3nM	(L8I)
3ml5	8.52	Ki=3.0nM	(AZM)
3n23	8.52	Kd=3nM	(OBN)
3ns9	8.52	IC50=3nM	(NS9)
3ocg	8.52	IC50=3nM	(OCG)
3pa4	8.52	IC50=3nM	(C72)
3psb	8.52	IC50=3nM	(SM6)
3psd	8.52	IC50=3nM	(SM7)
3sfc	8.52	IC50=3nM	(S53)
3spk	8.52	IC50=3.02nM	(TPV)
3suu	8.52	Ki=3nM	(OGN)
3sx4	8.52	Ki=3nM	(KXA)
3t3v	8.52	Ki=3nM	(BK4)
3tct	8.52	Kd=3nM	(3MI)
3ttm	8.52	Kd=3.0nM	(PUT)
3u4u	8.52	IC50<3nM	(LNH)
3umw	8.52	IC50=3nM	(596)
3zxh	8.52	IC50=3.0nM	(E41)
4bae	8.52	IC50=3nM	(RWX)
4bcb	8.52	IC50=3.0nM	(4I4)
4c4j	8.52	IC50=3nM	(X21)
4dtk	8.52	IC50<0.003uM	(7LI)
4e1z	8.52	IC50<3nM	(0MX)
4e3l	8.52	Ki=3.0nM	(0NB)
4foc	8.52	IC50=3nM	(0UU)
4gjd	8.52	IC50=0.003uM	(0N0)
4gv1	8.52	IC50=3nM	(0XZ)
4h1e	8.52	Ki=3nM	(10J)
4h3i	8.52	Ki=3nM	(10V)
4h4m	8.52	IC50=3.0nM	(494)
4hyi	8.52	IC50=3nM	(1AO)
4izy	8.52	IC50=3nM	(1J2)
4j52	8.52	IC50=3nM	(1J3)
4jnc	8.52	IC50=3nM	(1LF)
4jnm	8.52	IC50=3nM	(1LJ)
4l6s	8.52	IC50=3nM	(1WQ)
4lgg	8.52	IC50=3nM	(VGG)
4nh8	8.52	Ki=3nM	(2LC)
4o6w	8.52	Kd=3nM	(7-mer)
4o97	8.52	Ki=3nM	(NTX)
4p1u	8.52	Kd<0.003uM	(21G)
4qmn	8.52	IC50=0.003uM	(DB8)
4rpv	8.52	IC50=3nM	(3UR)
4rx5	8.52	IC50=3nM	(3YO)
4tlr	8.52	IC50=3nM	(33H)
4uwh	8.52	IC50=3nM	(JXM)
4wcu	8.52	IC50=3nM	(3KQ)
4xoc	8.52	Kd=3nM	(KGM)
4yne	8.52	IC50=0.003uM	(4EK)
4yzc	8.52	IC50=3nM	(STU)
4zom	8.52	IC50=3nM	(4Q3)
5am1	8.52	IC50=0.003uM	(I5T)
5anw	8.52	Kd=0.003uM	(9CQ)
5bqh	8.52	IC50<3nM	(4UK)
5bue	8.52	IC50=0.003uM	(4V8)
5eyc	8.52	IC50=3nM	(5SZ)
5eyk	8.52	IC50=3nM	(5U5)
5fqc	8.52	IC50=0.003uM	(OK3)
5hg8	8.52	Ki=3nM	(634)
5i4v	8.52	Ki=3nM	(67S)
5izq	8.52	IC50=3.04nM	(83A)
5j79	8.52	IC50=3nM	(6GE)
5jur	8.52	Kd=0.003uM	(6NS)
5jyo	8.52	IC50=0.003uM	(63J)
5mjb	8.52	IC50=3.0nM	(7O3)
5mpk	8.52	Kd=0.003uM	(0BC)
5mw2	8.52	IC50<3nM	(U52)
5n70	8.52	Kd=3nM	(8-mer)
5vi6	8.52	Kd=3nM	(4-mer)
5vlr	8.52	IC50=3nM	(9EM)
5wlv	8.52	Ki=3.0nM	(42G)
6b4h	8.52	Kd~3nM	(IHP)
6c1s	8.52	Ki=3nM	(EFV)
6ccy	8.52	IC50=0.003uM	(EX4)
6csp	8.52	Kd=3nM	(FBM)
6dvm	8.52	IC50=3nM	(HBJ)
6fyk	8.52	IC50=3nM	(EAZ)
6g9n	8.52	IC50=3.0nM	(ESN)
3jzc	8.53	IC50=2.94nM	(4HY)
1r1i	8.54	Ki=2.9nM	(TI1)
3hc8	8.54	IC50=2.9nM	(PD4)
3kjd	8.54	Kd=2.9nM	(78P)
3q96	8.54	IC50=2.9nM	(0NF)
4fcb	8.54	IC50=2.9nM	(0T7)
4hwo	8.54	Ki=2.9nM	(409)
